leaveId,employeeId,leaveType,startDate,endDate,reason,status,approvedBy
LR_E1166_05_2023,E1166,SICK,2023-05-04,2023-05-06,Leave request,PENDING,
LR_E1167_05_2023,E1167,SICK,2023-05-17,2023-05-19,Leave request,PENDING,
LR_E1168_05_2023,E1168,SICK,2023-05-05,2023-05-05,Leave request,PENDING,
LR_E1174_05_2023,E1174,ANNUAL,2023-05-07,2023-05-08,Leave request,PENDING,
LR_E1185_05_2023,E1185,ANNUAL,2023-05-09,2023-05-11,Leave request,PENDING,
LR_E1195_05_2023,E1195,ANNUAL,2023-05-08,2023-05-09,Leave request,PENDING,
LR_E1200_05_2023,E1200,SICK,2023-05-07,2023-05-09,Leave request,PENDING,
LR_E0006_06_2023,E0006,ANNUAL,2023-06-13,2023-06-14,Leave request,PENDING,
LR_E0015_06_2023,E0015,ANNUAL,2023-06-03,2023-06-05,Leave request,PENDING,
LR_E0020_06_2023,E0020,ANNUAL,2023-06-06,2023-06-06,Leave request,PENDING,
LR_E0023_06_2023,E0023,ANNUAL,2023-06-14,2023-06-14,Leave request,PENDING,
LR_E0038_06_2023,E0038,ANNUAL,2023-06-12,2023-06-12,Leave request,PENDING,
LR_E0042_06_2023,E0042,SICK,2023-06-16,2023-06-18,Leave request,PENDING,
LR_E0049_06_2023,E0049,SICK,2023-06-09,2023-06-10,Leave request,PENDING,
LR_E0059_06_2023,E0059,ANNUAL,2023-06-06,2023-06-08,Leave request,PENDING,
LR_E0067_06_2023,E0067,SICK,2023-06-09,2023-06-10,Leave request,PENDING,
LR_E0076_06_2023,E0076,SICK,2023-06-13,2023-06-13,Leave request,PENDING,
LR_E0081_06_2023,E0081,ANNUAL,2023-06-16,2023-06-16,Leave request,PENDING,
LR_E0087_06_2023,E0087,ANNUAL,2023-06-17,2023-06-19,Leave request,PENDING,
LR_E0089_06_2023,E0089,ANNUAL,2023-06-02,2023-06-02,Leave request,PENDING,
LR_E0097_06_2023,E0097,SICK,2023-06-02,2023-06-03,Leave request,PENDING,
LR_E0120_06_2023,E0120,SICK,2023-06-11,2023-06-12,Leave request,PENDING,
LR_E0127_06_2023,E0127,SICK,2023-06-03,2023-06-03,Leave request,PENDING,
LR_E0130_06_2023,E0130,SICK,2023-06-01,2023-06-03,Leave request,PENDING,
LR_E0181_06_2023,E0181,SICK,2023-06-06,2023-06-07,Leave request,PENDING,
LR_E0196_06_2023,E0196,SICK,2023-06-03,2023-06-05,Leave request,PENDING,
LR_E0205_06_2023,E0205,SICK,2023-06-16,2023-06-16,Leave request,PENDING,
LR_E0229_06_2023,E0229,SICK,2023-06-20,2023-06-21,Leave request,PENDING,
LR_E0233_06_2023,E0233,ANNUAL,2023-06-20,2023-06-21,Leave request,PENDING,
LR_E0238_06_2023,E0238,ANNUAL,2023-06-10,2023-06-12,Leave request,PENDING,
LR_E0241_06_2023,E0241,ANNUAL,2023-06-17,2023-06-18,Leave request,PENDING,
LR_E0249_06_2023,E0249,ANNUAL,2023-06-06,2023-06-07,Leave request,PENDING,
LR_E0254_06_2023,E0254,ANNUAL,2023-06-04,2023-06-06,Leave request,PENDING,
LR_E0259_06_2023,E0259,SICK,2023-06-10,2023-06-12,Leave request,PENDING,
LR_E0262_06_2023,E0262,ANNUAL,2023-06-04,2023-06-05,Leave request,PENDING,
LR_E0272_06_2023,E0272,ANNUAL,2023-06-20,2023-06-20,Leave request,PENDING,
LR_E0279_06_2023,E0279,SICK,2023-06-09,2023-06-10,Leave request,PENDING,
LR_E0285_06_2023,E0285,SICK,2023-06-20,2023-06-22,Leave request,PENDING,
LR_E0288_06_2023,E0288,ANNUAL,2023-06-17,2023-06-19,Leave request,PENDING,
LR_E0290_06_2023,E0290,ANNUAL,2023-06-07,2023-06-07,Leave request,PENDING,
LR_E0291_06_2023,E0291,ANNUAL,2023-06-03,2023-06-03,Leave request,PENDING,
LR_E0294_06_2023,E0294,ANNUAL,2023-06-03,2023-06-05,Leave request,PENDING,
LR_E0298_06_2023,E0298,ANNUAL,2023-06-20,2023-06-21,Leave request,PENDING,
LR_E0300_06_2023,E0300,SICK,2023-06-02,2023-06-02,Leave request,PENDING,
LR_E0377_06_2023,E0377,SICK,2023-06-18,2023-06-19,Leave request,PENDING,
LR_E0392_06_2023,E0392,ANNUAL,2023-06-10,2023-06-11,Leave request,PENDING,
LR_E0395_06_2023,E0395,SICK,2023-06-15,2023-06-15,Leave request,PENDING,
LR_E0401_06_2023,E0401,SICK,2023-06-11,2023-06-11,Leave request,PENDING,
LR_E0411_06_2023,E0411,SICK,2023-06-10,2023-06-11,Leave request,PENDING,
LR_E0415_06_2023,E0415,SICK,2023-06-20,2023-06-20,Leave request,PENDING,
LR_E0418_06_2023,E0418,SICK,2023-06-12,2023-06-14,Leave request,PENDING,
LR_E0419_06_2023,E0419,ANNUAL,2023-06-19,2023-06-20,Leave request,PENDING,
LR_E0421_06_2023,E0421,SICK,2023-06-02,2023-06-03,Leave request,PENDING,
LR_E0442_06_2023,E0442,SICK,2023-06-11,2023-06-11,Leave request,PENDING,
LR_E0486_06_2023,E0486,SICK,2023-06-12,2023-06-14,Leave request,PENDING,
LR_E0488_06_2023,E0488,SICK,2023-06-02,2023-06-04,Leave request,PENDING,
LR_E0500_06_2023,E0500,ANNUAL,2023-06-07,2023-06-07,Leave request,PENDING,
LR_E0505_06_2023,E0505,ANNUAL,2023-06-07,2023-06-09,Leave request,PENDING,
LR_E0519_06_2023,E0519,ANNUAL,2023-06-05,2023-06-05,Leave request,PENDING,
LR_E0524_06_2023,E0524,ANNUAL,2023-06-04,2023-06-04,Leave request,PENDING,
LR_E0542_06_2023,E0542,SICK,2023-06-11,2023-06-13,Leave request,PENDING,
LR_E0551_06_2023,E0551,SICK,2023-06-15,2023-06-16,Leave request,PENDING,
LR_E0554_06_2023,E0554,ANNUAL,2023-06-03,2023-06-04,Leave request,PENDING,
LR_E0614_06_2023,E0614,ANNUAL,2023-06-18,2023-06-18,Leave request,PENDING,
LR_E0621_06_2023,E0621,SICK,2023-06-17,2023-06-19,Leave request,PENDING,
LR_E0633_06_2023,E0633,SICK,2023-06-10,2023-06-12,Leave request,PENDING,
LR_E0636_06_2023,E0636,ANNUAL,2023-06-18,2023-06-19,Leave request,PENDING,
LR_E0655_06_2023,E0655,ANNUAL,2023-06-16,2023-06-18,Leave request,PENDING,
LR_E0659_06_2023,E0659,SICK,2023-06-19,2023-06-19,Leave request,PENDING,
LR_E0669_06_2023,E0669,ANNUAL,2023-06-06,2023-06-08,Leave request,PENDING,
LR_E0703_06_2023,E0703,SICK,2023-06-19,2023-06-19,Leave request,PENDING,
LR_E0705_06_2023,E0705,SICK,2023-06-10,2023-06-11,Leave request,PENDING,
LR_E0721_06_2023,E0721,ANNUAL,2023-06-09,2023-06-11,Leave request,PENDING,
LR_E0723_06_2023,E0723,SICK,2023-06-09,2023-06-10,Leave request,PENDING,
LR_E0737_06_2023,E0737,SICK,2023-06-11,2023-06-13,Leave request,PENDING,
LR_E0740_06_2023,E0740,SICK,2023-06-09,2023-06-11,Leave request,PENDING,
LR_E0755_06_2023,E0755,ANNUAL,2023-06-14,2023-06-14,Leave request,PENDING,
LR_E0761_06_2023,E0761,ANNUAL,2023-06-01,2023-06-02,Leave request,PENDING,
LR_E0764_06_2023,E0764,ANNUAL,2023-06-14,2023-06-15,Leave request,PENDING,
LR_E0765_06_2023,E0765,ANNUAL,2023-06-01,2023-06-03,Leave request,PENDING,
LR_E0767_06_2023,E0767,SICK,2023-06-15,2023-06-16,Leave request,PENDING,
LR_E0785_06_2023,E0785,ANNUAL,2023-06-18,2023-06-20,Leave request,PENDING,
LR_E0792_06_2023,E0792,ANNUAL,2023-06-10,2023-06-12,Leave request,PENDING,
LR_E0815_06_2023,E0815,SICK,2023-06-19,2023-06-19,Leave request,PENDING,
LR_E0833_06_2023,E0833,ANNUAL,2023-06-05,2023-06-05,Leave request,PENDING,
LR_E0836_06_2023,E0836,ANNUAL,2023-06-02,2023-06-04,Leave request,PENDING,
LR_E0876_06_2023,E0876,ANNUAL,2023-06-13,2023-06-13,Leave request,PENDING,
LR_E0877_06_2023,E0877,ANNUAL,2023-06-20,2023-06-20,Leave request,PENDING,
LR_E0888_06_2023,E0888,ANNUAL,2023-06-07,2023-06-08,Leave request,PENDING,
LR_E0892_06_2023,E0892,ANNUAL,2023-06-16,2023-06-17,Leave request,PENDING,
LR_E0907_06_2023,E0907,SICK,2023-06-05,2023-06-07,Leave request,PENDING,
LR_E0908_06_2023,E0908,SICK,2023-06-19,2023-06-20,Leave request,PENDING,
LR_E0914_06_2023,E0914,ANNUAL,2023-06-05,2023-06-07,Leave request,PENDING,
LR_E0921_06_2023,E0921,ANNUAL,2023-06-02,2023-06-02,Leave request,PENDING,
LR_E0950_06_2023,E0950,SICK,2023-06-14,2023-06-14,Leave request,PENDING,
LR_E0956_06_2023,E0956,ANNUAL,2023-06-11,2023-06-13,Leave request,PENDING,
LR_E0962_06_2023,E0962,SICK,2023-06-07,2023-06-09,Leave request,PENDING,
LR_E0966_06_2023,E0966,SICK,2023-06-11,2023-06-12,Leave request,PENDING,
LR_E0977_06_2023,E0977,SICK,2023-06-06,2023-06-06,Leave request,PENDING,
LR_E0984_06_2023,E0984,ANNUAL,2023-06-16,2023-06-17,Leave request,PENDING,
LR_E0994_06_2023,E0994,ANNUAL,2023-06-07,2023-06-08,Leave request,PENDING,
LR_E1000_06_2023,E1000,ANNUAL,2023-06-19,2023-06-20,Leave request,PENDING,
LR_E1020_06_2023,E1020,SICK,2023-06-11,2023-06-12,Leave request,PENDING,
LR_E1026_06_2023,E1026,SICK,2023-06-19,2023-06-19,Leave request,PENDING,
LR_E1036_06_2023,E1036,ANNUAL,2023-06-06,2023-06-08,Leave request,PENDING,
LR_E1042_06_2023,E1042,ANNUAL,2023-06-14,2023-06-15,Leave request,PENDING,
LR_E1051_06_2023,E1051,SICK,2023-06-14,2023-06-14,Leave request,PENDING,
LR_E1061_06_2023,E1061,SICK,2023-06-15,2023-06-15,Leave request,PENDING,
LR_E1068_06_2023,E1068,SICK,2023-06-17,2023-06-18,Leave request,PENDING,
LR_E1071_06_2023,E1071,ANNUAL,2023-06-18,2023-06-20,Leave request,PENDING,
LR_E1080_06_2023,E1080,SICK,2023-06-18,2023-06-20,Leave request,PENDING,
LR_E1089_06_2023,E1089,SICK,2023-06-05,2023-06-05,Leave request,PENDING,
LR_E1099_06_2023,E1099,SICK,2023-06-17,2023-06-17,Leave request,PENDING,
LR_E1136_06_2023,E1136,SICK,2023-06-14,2023-06-14,Leave request,PENDING,
LR_E1143_06_2023,E1143,SICK,2023-06-09,2023-06-11,Leave request,PENDING,
LR_E1147_06_2023,E1147,ANNUAL,2023-06-03,2023-06-05,Leave request,PENDING,
LR_E1170_06_2023,E1170,SICK,2023-06-14,2023-06-14,Leave request,PENDING,
LR_E1175_06_2023,E1175,ANNUAL,2023-06-14,2023-06-15,Leave request,PENDING,
LR_E1186_06_2023,E1186,SICK,2023-06-15,2023-06-16,Leave request,PENDING,
LR_E1197_06_2023,E1197,SICK,2023-06-16,2023-06-17,Leave request,PENDING,
LR_E1199_06_2023,E1199,ANNUAL,2023-06-07,2023-06-08,Leave request,PENDING,
LR_E0004_07_2023,E0004,ANNUAL,2023-07-04,2023-07-05,Leave request,PENDING,
LR_E0012_07_2023,E0012,ANNUAL,2023-07-14,2023-07-15,Leave request,PENDING,
LR_E0027_07_2023,E0027,SICK,2023-07-04,2023-07-04,Leave request,PENDING,
LR_E0041_07_2023,E0041,ANNUAL,2023-07-01,2023-07-01,Leave request,PENDING,
LR_E0052_07_2023,E0052,SICK,2023-07-15,2023-07-17,Leave request,PENDING,
LR_E0077_07_2023,E0077,SICK,2023-07-05,2023-07-07,Leave request,PENDING,
LR_E0084_07_2023,E0084,ANNUAL,2023-07-02,2023-07-03,Leave request,PENDING,
LR_E0092_07_2023,E0092,ANNUAL,2023-07-14,2023-07-14,Leave request,PENDING,
LR_E0096_07_2023,E0096,SICK,2023-07-20,2023-07-22,Leave request,PENDING,
LR_E0109_07_2023,E0109,SICK,2023-07-05,2023-07-07,Leave request,PENDING,
LR_E0117_07_2023,E0117,SICK,2023-07-10,2023-07-12,Leave request,PENDING,
LR_E0139_07_2023,E0139,ANNUAL,2023-07-06,2023-07-06,Leave request,PENDING,
LR_E0167_07_2023,E0167,SICK,2023-07-02,2023-07-04,Leave request,PENDING,
LR_E0182_07_2023,E0182,ANNUAL,2023-07-07,2023-07-07,Leave request,PENDING,
LR_E0238_07_2023,E0238,ANNUAL,2023-07-08,2023-07-10,Leave request,PENDING,
LR_E0239_07_2023,E0239,ANNUAL,2023-07-06,2023-07-06,Leave request,PENDING,
LR_E0253_07_2023,E0253,SICK,2023-07-03,2023-07-03,Leave request,PENDING,
LR_E0257_07_2023,E0257,SICK,2023-07-19,2023-07-20,Leave request,PENDING,
LR_E0260_07_2023,E0260,SICK,2023-07-20,2023-07-21,Leave request,PENDING,
LR_E0270_07_2023,E0270,ANNUAL,2023-07-18,2023-07-20,Leave request,PENDING,
LR_E0282_07_2023,E0282,ANNUAL,2023-07-11,2023-07-12,Leave request,PENDING,
LR_E0294_07_2023,E0294,SICK,2023-07-01,2023-07-03,Leave request,PENDING,
LR_E0310_07_2023,E0310,ANNUAL,2023-07-06,2023-07-06,Leave request,PENDING,
LR_E0332_07_2023,E0332,ANNUAL,2023-07-18,2023-07-20,Leave request,PENDING,
LR_E0355_07_2023,E0355,SICK,2023-07-05,2023-07-06,Leave request,PENDING,
LR_E0356_07_2023,E0356,SICK,2023-07-19,2023-07-20,Leave request,PENDING,
LR_E0359_07_2023,E0359,ANNUAL,2023-07-16,2023-07-18,Leave request,PENDING,
LR_E0408_07_2023,E0408,SICK,2023-07-04,2023-07-06,Leave request,PENDING,
LR_E0417_07_2023,E0417,SICK,2023-07-19,2023-07-19,Leave request,PENDING,
LR_E0420_07_2023,E0420,ANNUAL,2023-07-16,2023-07-17,Leave request,PENDING,
LR_E0422_07_2023,E0422,SICK,2023-07-18,2023-07-20,Leave request,PENDING,
LR_E0434_07_2023,E0434,SICK,2023-07-04,2023-07-04,Leave request,PENDING,
LR_E0440_07_2023,E0440,SICK,2023-07-04,2023-07-06,Leave request,PENDING,
LR_E0444_07_2023,E0444,ANNUAL,2023-07-16,2023-07-17,Leave request,PENDING,
LR_E0471_07_2023,E0471,ANNUAL,2023-07-16,2023-07-18,Leave request,PENDING,
LR_E0476_07_2023,E0476,SICK,2023-07-12,2023-07-12,Leave request,PENDING,
LR_E0488_07_2023,E0488,ANNUAL,2023-07-14,2023-07-14,Leave request,PENDING,
LR_E0494_07_2023,E0494,ANNUAL,2023-07-15,2023-07-15,Leave request,PENDING,
LR_E0497_07_2023,E0497,ANNUAL,2023-07-07,2023-07-09,Leave request,PENDING,
LR_E0513_07_2023,E0513,SICK,2023-07-08,2023-07-09,Leave request,PENDING,
LR_E0522_07_2023,E0522,ANNUAL,2023-07-09,2023-07-10,Leave request,PENDING,
LR_E0527_07_2023,E0527,ANNUAL,2023-07-03,2023-07-03,Leave request,PENDING,
LR_E0542_07_2023,E0542,SICK,2023-07-07,2023-07-08,Leave request,PENDING,
LR_E0554_07_2023,E0554,ANNUAL,2023-07-02,2023-07-04,Leave request,PENDING,
LR_E0568_07_2023,E0568,SICK,2023-07-15,2023-07-16,Leave request,PENDING,
LR_E0569_07_2023,E0569,SICK,2023-07-19,2023-07-20,Leave request,PENDING,
LR_E0571_07_2023,E0571,ANNUAL,2023-07-11,2023-07-13,Leave request,PENDING,
LR_E0573_07_2023,E0573,ANNUAL,2023-07-03,2023-07-04,Leave request,PENDING,
LR_E0586_07_2023,E0586,SICK,2023-07-05,2023-07-05,Leave request,PENDING,
LR_E0589_07_2023,E0589,SICK,2023-07-15,2023-07-16,Leave request,PENDING,
LR_E0594_07_2023,E0594,ANNUAL,2023-07-20,2023-07-21,Leave request,PENDING,
LR_E0600_07_2023,E0600,ANNUAL,2023-07-14,2023-07-16,Leave request,PENDING,
LR_E0605_07_2023,E0605,SICK,2023-07-14,2023-07-15,Leave request,PENDING,
LR_E0613_07_2023,E0613,ANNUAL,2023-07-18,2023-07-19,Leave request,PENDING,
LR_E0634_07_2023,E0634,SICK,2023-07-05,2023-07-05,Leave request,PENDING,
LR_E0649_07_2023,E0649,ANNUAL,2023-07-16,2023-07-17,Leave request,PENDING,
LR_E0660_07_2023,E0660,SICK,2023-07-17,2023-07-18,Leave request,PENDING,
LR_E0679_07_2023,E0679,ANNUAL,2023-07-05,2023-07-05,Leave request,PENDING,
LR_E0690_07_2023,E0690,SICK,2023-07-07,2023-07-08,Leave request,PENDING,
LR_E0717_07_2023,E0717,SICK,2023-07-03,2023-07-05,Leave request,PENDING,
LR_E0725_07_2023,E0725,ANNUAL,2023-07-08,2023-07-10,Leave request,PENDING,
LR_E0732_07_2023,E0732,ANNUAL,2023-07-13,2023-07-15,Leave request,PENDING,
LR_E0738_07_2023,E0738,SICK,2023-07-11,2023-07-12,Leave request,PENDING,
LR_E0742_07_2023,E0742,SICK,2023-07-08,2023-07-10,Leave request,PENDING,
LR_E0756_07_2023,E0756,SICK,2023-07-01,2023-07-03,Leave request,PENDING,
LR_E0764_07_2023,E0764,ANNUAL,2023-07-03,2023-07-04,Leave request,PENDING,
LR_E0769_07_2023,E0769,ANNUAL,2023-07-15,2023-07-16,Leave request,PENDING,
LR_E0771_07_2023,E0771,ANNUAL,2023-07-12,2023-07-14,Leave request,PENDING,
LR_E0776_07_2023,E0776,ANNUAL,2023-07-12,2023-07-14,Leave request,PENDING,
LR_E0782_07_2023,E0782,ANNUAL,2023-07-14,2023-07-14,Leave request,PENDING,
LR_E0811_07_2023,E0811,SICK,2023-07-20,2023-07-20,Leave request,PENDING,
LR_E0815_07_2023,E0815,SICK,2023-07-10,2023-07-12,Leave request,PENDING,
LR_E0830_07_2023,E0830,ANNUAL,2023-07-19,2023-07-20,Leave request,PENDING,
LR_E0836_07_2023,E0836,ANNUAL,2023-07-03,2023-07-05,Leave request,PENDING,
LR_E0840_07_2023,E0840,SICK,2023-07-16,2023-07-17,Leave request,PENDING,
LR_E0841_07_2023,E0841,SICK,2023-07-18,2023-07-20,Leave request,PENDING,
LR_E0844_07_2023,E0844,SICK,2023-07-14,2023-07-14,Leave request,PENDING,
LR_E0853_07_2023,E0853,ANNUAL,2023-07-10,2023-07-12,Leave request,PENDING,
LR_E0858_07_2023,E0858,SICK,2023-07-09,2023-07-09,Leave request,PENDING,
LR_E0861_07_2023,E0861,ANNUAL,2023-07-06,2023-07-06,Leave request,PENDING,
LR_E0867_07_2023,E0867,ANNUAL,2023-07-02,2023-07-04,Leave request,PENDING,
LR_E0876_07_2023,E0876,ANNUAL,2023-07-07,2023-07-08,Leave request,PENDING,
LR_E0891_07_2023,E0891,SICK,2023-07-03,2023-07-05,Leave request,PENDING,
LR_E0895_07_2023,E0895,SICK,2023-07-18,2023-07-18,Leave request,PENDING,
LR_E0896_07_2023,E0896,SICK,2023-07-11,2023-07-12,Leave request,PENDING,
LR_E0899_07_2023,E0899,ANNUAL,2023-07-16,2023-07-17,Leave request,PENDING,
LR_E0919_07_2023,E0919,ANNUAL,2023-07-13,2023-07-13,Leave request,PENDING,
LR_E0941_07_2023,E0941,SICK,2023-07-17,2023-07-18,Leave request,PENDING,
LR_E0950_07_2023,E0950,SICK,2023-07-15,2023-07-16,Leave request,PENDING,
LR_E0981_07_2023,E0981,SICK,2023-07-11,2023-07-12,Leave request,PENDING,
LR_E0985_07_2023,E0985,ANNUAL,2023-07-12,2023-07-13,Leave request,PENDING,
LR_E1007_07_2023,E1007,ANNUAL,2023-07-19,2023-07-20,Leave request,PENDING,
LR_E1008_07_2023,E1008,SICK,2023-07-19,2023-07-20,Leave request,PENDING,
LR_E1027_07_2023,E1027,SICK,2023-07-13,2023-07-15,Leave request,PENDING,
LR_E1043_07_2023,E1043,SICK,2023-07-12,2023-07-14,Leave request,PENDING,
LR_E1054_07_2023,E1054,SICK,2023-07-05,2023-07-07,Leave request,PENDING,
LR_E1060_07_2023,E1060,SICK,2023-07-11,2023-07-12,Leave request,PENDING,
LR_E1072_07_2023,E1072,SICK,2023-07-18,2023-07-19,Leave request,PENDING,
LR_E1101_07_2023,E1101,ANNUAL,2023-07-09,2023-07-10,Leave request,PENDING,
LR_E1106_07_2023,E1106,SICK,2023-07-02,2023-07-02,Leave request,PENDING,
LR_E1109_07_2023,E1109,ANNUAL,2023-07-13,2023-07-13,Leave request,PENDING,
LR_E1121_07_2023,E1121,SICK,2023-07-03,2023-07-03,Leave request,PENDING,
LR_E1123_07_2023,E1123,SICK,2023-07-10,2023-07-11,Leave request,PENDING,
LR_E1144_07_2023,E1144,SICK,2023-07-06,2023-07-08,Leave request,PENDING,
LR_E1149_07_2023,E1149,ANNUAL,2023-07-04,2023-07-06,Leave request,PENDING,
LR_E1151_07_2023,E1151,SICK,2023-07-13,2023-07-15,Leave request,PENDING,
LR_E1159_07_2023,E1159,SICK,2023-07-18,2023-07-18,Leave request,PENDING,
LR_E1162_07_2023,E1162,ANNUAL,2023-07-07,2023-07-08,Leave request,PENDING,
LR_E1168_07_2023,E1168,SICK,2023-07-12,2023-07-14,Leave request,PENDING,
LR_E1178_07_2023,E1178,SICK,2023-07-17,2023-07-18,Leave request,PENDING,
LR_E0019_08_2023,E0019,ANNUAL,2023-08-15,2023-08-15,Leave request,PENDING,
LR_E0024_08_2023,E0024,ANNUAL,2023-08-16,2023-08-17,Leave request,PENDING,
LR_E0030_08_2023,E0030,SICK,2023-08-13,2023-08-13,Leave request,PENDING,
LR_E0037_08_2023,E0037,ANNUAL,2023-08-13,2023-08-15,Leave request,PENDING,
LR_E0038_08_2023,E0038,SICK,2023-08-05,2023-08-05,Leave request,PENDING,
LR_E0044_08_2023,E0044,SICK,2023-08-16,2023-08-16,Leave request,PENDING,
LR_E0057_08_2023,E0057,ANNUAL,2023-08-19,2023-08-21,Leave request,PENDING,
LR_E0059_08_2023,E0059,SICK,2023-08-09,2023-08-10,Leave request,PENDING,
LR_E0060_08_2023,E0060,SICK,2023-08-14,2023-08-14,Leave request,PENDING,
LR_E0068_08_2023,E0068,ANNUAL,2023-08-05,2023-08-05,Leave request,PENDING,
LR_E0099_08_2023,E0099,ANNUAL,2023-08-05,2023-08-05,Leave request,PENDING,
LR_E0100_08_2023,E0100,ANNUAL,2023-08-09,2023-08-10,Leave request,PENDING,
LR_E0110_08_2023,E0110,SICK,2023-08-05,2023-08-05,Leave request,PENDING,
LR_E0112_08_2023,E0112,SICK,2023-08-12,2023-08-14,Leave request,PENDING,
LR_E0113_08_2023,E0113,SICK,2023-08-12,2023-08-14,Leave request,PENDING,
LR_E0128_08_2023,E0128,ANNUAL,2023-08-04,2023-08-04,Leave request,PENDING,
LR_E0129_08_2023,E0129,ANNUAL,2023-08-18,2023-08-19,Leave request,PENDING,
LR_E0131_08_2023,E0131,ANNUAL,2023-08-16,2023-08-18,Leave request,PENDING,
LR_E0134_08_2023,E0134,ANNUAL,2023-08-11,2023-08-13,Leave request,PENDING,
LR_E0142_08_2023,E0142,ANNUAL,2023-08-02,2023-08-02,Leave request,PENDING,
LR_E0143_08_2023,E0143,ANNUAL,2023-08-18,2023-08-19,Leave request,PENDING,
LR_E0152_08_2023,E0152,ANNUAL,2023-08-11,2023-08-12,Leave request,PENDING,
LR_E0160_08_2023,E0160,ANNUAL,2023-08-03,2023-08-05,Leave request,PENDING,
LR_E0164_08_2023,E0164,ANNUAL,2023-08-14,2023-08-16,Leave request,PENDING,
LR_E0171_08_2023,E0171,SICK,2023-08-14,2023-08-15,Leave request,PENDING,
LR_E0173_08_2023,E0173,SICK,2023-08-06,2023-08-08,Leave request,PENDING,
LR_E0217_08_2023,E0217,SICK,2023-08-01,2023-08-03,Leave request,PENDING,
LR_E0222_08_2023,E0222,SICK,2023-08-15,2023-08-15,Leave request,PENDING,
LR_E0266_08_2023,E0266,SICK,2023-08-07,2023-08-07,Leave request,PENDING,
LR_E0280_08_2023,E0280,SICK,2023-08-16,2023-08-16,Leave request,PENDING,
LR_E0289_08_2023,E0289,SICK,2023-08-02,2023-08-02,Leave request,PENDING,
LR_E0296_08_2023,E0296,ANNUAL,2023-08-07,2023-08-08,Leave request,PENDING,
LR_E0312_08_2023,E0312,ANNUAL,2023-08-17,2023-08-17,Leave request,PENDING,
LR_E0318_08_2023,E0318,ANNUAL,2023-08-09,2023-08-11,Leave request,PENDING,
LR_E0323_08_2023,E0323,SICK,2023-08-10,2023-08-11,Leave request,PENDING,
LR_E0338_08_2023,E0338,ANNUAL,2023-08-10,2023-08-11,Leave request,PENDING,
LR_E0343_08_2023,E0343,SICK,2023-08-02,2023-08-02,Leave request,PENDING,
LR_E0348_08_2023,E0348,ANNUAL,2023-08-19,2023-08-21,Leave request,PENDING,
LR_E0354_08_2023,E0354,SICK,2023-08-03,2023-08-05,Leave request,PENDING,
LR_E0382_08_2023,E0382,SICK,2023-08-19,2023-08-21,Leave request,PENDING,
LR_E0394_08_2023,E0394,SICK,2023-08-10,2023-08-10,Leave request,PENDING,
LR_E0400_08_2023,E0400,SICK,2023-08-12,2023-08-12,Leave request,PENDING,
LR_E0423_08_2023,E0423,SICK,2023-08-06,2023-08-08,Leave request,PENDING,
LR_E0424_08_2023,E0424,SICK,2023-08-04,2023-08-05,Leave request,PENDING,
LR_E0454_08_2023,E0454,ANNUAL,2023-08-20,2023-08-22,Leave request,PENDING,
LR_E0456_08_2023,E0456,SICK,2023-08-02,2023-08-03,Leave request,PENDING,
LR_E0461_08_2023,E0461,SICK,2023-08-06,2023-08-06,Leave request,PENDING,
LR_E0479_08_2023,E0479,ANNUAL,2023-08-04,2023-08-04,Leave request,PENDING,
LR_E0487_08_2023,E0487,ANNUAL,2023-08-13,2023-08-14,Leave request,PENDING,
LR_E0510_08_2023,E0510,SICK,2023-08-08,2023-08-08,Leave request,PENDING,
LR_E0511_08_2023,E0511,ANNUAL,2023-08-09,2023-08-10,Leave request,PENDING,
LR_E0532_08_2023,E0532,ANNUAL,2023-08-01,2023-08-02,Leave request,PENDING,
LR_E0533_08_2023,E0533,ANNUAL,2023-08-05,2023-08-07,Leave request,PENDING,
LR_E0545_08_2023,E0545,ANNUAL,2023-08-18,2023-08-19,Leave request,PENDING,
LR_E0547_08_2023,E0547,ANNUAL,2023-08-13,2023-08-13,Leave request,PENDING,
LR_E0550_08_2023,E0550,SICK,2023-08-03,2023-08-03,Leave request,PENDING,
LR_E0551_08_2023,E0551,SICK,2023-08-15,2023-08-15,Leave request,PENDING,
LR_E0554_08_2023,E0554,SICK,2023-08-08,2023-08-10,Leave request,PENDING,
LR_E0559_08_2023,E0559,ANNUAL,2023-08-08,2023-08-09,Leave request,PENDING,
LR_E0569_08_2023,E0569,SICK,2023-08-02,2023-08-04,Leave request,PENDING,
LR_E0573_08_2023,E0573,SICK,2023-08-09,2023-08-09,Leave request,PENDING,
LR_E0584_08_2023,E0584,SICK,2023-08-03,2023-08-05,Leave request,PENDING,
LR_E0587_08_2023,E0587,SICK,2023-08-17,2023-08-19,Leave request,PENDING,
LR_E0608_08_2023,E0608,ANNUAL,2023-08-15,2023-08-15,Leave request,PENDING,
LR_E0611_08_2023,E0611,ANNUAL,2023-08-19,2023-08-19,Leave request,PENDING,
LR_E0613_08_2023,E0613,SICK,2023-08-06,2023-08-08,Leave request,PENDING,
LR_E0632_08_2023,E0632,ANNUAL,2023-08-07,2023-08-09,Leave request,PENDING,
LR_E0636_08_2023,E0636,SICK,2023-08-12,2023-08-12,Leave request,PENDING,
LR_E0646_08_2023,E0646,SICK,2023-08-02,2023-08-02,Leave request,PENDING,
